domain,ctr,count
eSMbQK9mMIMojdm0aMpENpn,0,17
DF9blS9JBqKSXTK4wJB,0,3
DSd-TudJgNsRg9KbuKz,0,88
6Ykmt51ydN1RFt,0,1
trqRTJzyPeTNg9KbuKz,0,1
DFpETuTaQ9f7FmMs,0,11
trqRTupRBqT7XddsaFpRqxMzmw,0,33
trqRTuFJBT2y3oc4JKTI,0,21
6hlEZK98GqN_jdd4wANYNxb_oT1A,0,1
l1K-tyNNB5smwMd4wASrBDE_oT1A,0,2
6JTuqyk0GIqYFdm4u1S7UFTRmT2,0,76
5SxNl59vdo1cgsK45SqfNX,0,198
l1FyG5p0do1Rwgmr5SqE,0,1
D15oTvKogTc7gsz,0,147
5F1RQS9UXqsNDQLf5SqW,0,1
l1F-tS9NdNdvjMxY5SqfNX,0,1
trqRTudNBqsvwmdxUFjWNxup,0,112
HOzrtun0Q9Kr,0,1
trqRTvuyMopx1m58uG,0,67
trqRTumuOeaI1m54,0,1
lKFgqxSJQNc7FMjhehCWvpdh,0,1
kKK-tyNNMIl7jd1WJspENpn,0,10
DFpETuqUXZu91m58uG,0,405
DSMgqxFydNuUJmk4JKTI,0,1
eSMgqv1EX5sSjMM-aF1fqxMzmw,0,1
kK1gq61NdNuIgM9owDEWvpdh,0,4
3KFjGK9wBqKRFNKbuKz,0,7
trqRTvdyGTT7wO1rJrFWUFTRmT2,0,1
kFF-exFvMNj73Qc4JKTI,0,9
tKa-lvFvGZk7gspy,0,3
3J1Yl580g9T7wsM4ldpEN0,0,3
trqRTuxyMqT_jdC4JKTI,0,2
5AB-Gx50B9T7X9Kbu-,0,20
trqRTu9vjZ5xFddA5SqfNX,0,16
trqRTJaSO627FmMs5SqW,0,1
eru4lps0GIuYgMKEa1cWvp2_mNqz0Yq2xFlVy5MO,0,1
DSdjBF9mQoa7gsk,0,1
DF1vluu0GxsoJY58vK2Wvpdh,0,1
trqRTJByjZNs1m58uG,0,61
3SKbBpuJM9mRgNKbuKz,0,1
eS2-lu2yO5s7Xgl,0,28
erL-VDpxBql7gspy,0,1
trqRTv1NGQpSgM5Yemp_-X,0,1
lJj-e59bQqsbwsd4wspENpn,0,11
trqRTvdIXTxf1m58uG,0,4
trqRTupRBqTRFmB4JKTI,0,3
5dSEqx9Idqx9DoNS5SsyovuRmxd8SdC,0,1
eSSETuSEXNlWDQl4JKTI,0,11
trqRTvMvQo17gg2IeYlWvpdh,0,1
trqRTvFyGQuIFNKbuKz,0,14
trqRTudRgIpSggb4JK2W-uf,0,1
trqRTvFYjodc1m58uG,0,2
tK9rQF9aMNuvFNKbuKz,0,1
trqRTvKaXI1m1m58uG,0,14
eD1gqvNNMIl7XMqhvKmyqxMzmw,0,2
trqRTusJg9N8gM5saJurqxMzmw,0,20
trqRTuMJMyuNFhB4JKTI,0,1
kK1Sl5p0jQl7gM1ouScWvpdh,0,17
31xaqpuRBps9wgToaKEWvpdh,0,1
kFF-e580MTNogmmouspENpn,0,7
trqRTvj4PTdYwdq8UKp9Np5xM9FnSU,0,1
eSMJquMwM9sv1m54w1TRqxTy03,0,2
eSMJqu9vXIL7jTK-JFS8UFTRmT2,0,3
trqRTupbgQn7gspy,0,2
trqRTvuWGq981m58uG,0,1
DFF-QxFyMxscFNKyJF9ro5dsmpd8SdC,0,1
trqRTJarBNu4g9KbuKz,0,19
trqRTvT9jT27jMK0uW,0,6
trqRTuFJM95owsd95SqfNX,0,91
trqRTudEGNMoXg5ou1TWqxMzmw,0,31
l1k-luswOykI1m58uG,0,1
HYdFZpL9O62xgoc9tOLzQAS7-eM9aoBLvYuho59nYya3AMTl6muj2xxXVNMgOTSB5G,0,1
kKk-txp0BNc7gspy,0,1
trqRTuSoQqsbDIj95Spr-P,0,8
kKKJQuToMusUXsn4JKn,0,1
tMxoqDayPxscFsf,0,100
lKFgqyuyQqs0jMKEvKjW-uTWYpd8SdC,0,1
kJuul6a0XTm8jYc4JKTI,0,2
Drsgqu5mdN1SgMKyJJ58qxMzmw,0,2
trqRTvdNGQNYFmaK5SqfNX,0,111
kFb-luuJMommwg5SaFxyvFTRmT2,0,1
trqRTumyOvlx1m58uG,0,8
trqRTukYGN27gsz,0,6
lA1gquFyQqf7amu9aFpRopS6M9FnSU,0,1
3F90G5xRdN9vgh1huFT_oKTRmT2,0,2
trqRTumJMI5Ygmd85SqfNX,0,1
kA1gt6k0L6Bs3TKbu-,0,1
trqRTu5mGq1-gMKf5SqfNX,0,85
trqRTu1JQ9uoFma4JKTIqxM_,0,1
trqRTvp-Qouf1m58uG,0,4
tSFvTud0G9dv1m58uG,0,2
trqRTvFoQqKNjMuh5SqfNX,0,803
trqRTJ5wMoa7gspy,0,1
eSFxl5p0G9uIjM1ousp6cxqZYpd8SdC,0,106
DSMJquMuX5srag5swFF9qxMzmw,0,1
5r10G6q7MxscFsf,0,1
DFpETuxoQqKxaqKbuKz,0,137
HYC0ZJ2xdvjygML4JKTI,0,1
trqRTvL8M9sSjMKY5SqfNX,0,34
trqRTv1xQ9s71m58uG,0,318
tKKSGpsEdqT4wTKbuKz,0,1
HhLSCDC7OuffDMd-5SqfNX,0,1
trqRTvd-O6n7gspy,0,13
lKFgqF9rG6a7gspy5SqW,0,6
trqRTu59Qq9YFmMW5SqfNX,0,7
trqRTJk7OQNh1m58uG,0,7
trqRTJn8O9qN1m58uG,0,3
lDFUl59mGqc7gsz4tJFIvuxhoN8iYd56,0,1
trqRTuNoMNMojgmr5SqfNX,0,1
trqRTJnSOep0jMd7aF1fqxMzmw,0,1
trqRTvFWG9d_jNfItYEnBDETM9q9SmsHR1cVy5l,0,1
tS1NexsYG5fIkZCflMpENpn,0,19
DSMgquMRBT27gmu85SqW,0,2
trqRTvzSOpscFsf,0,1
trqRTuTYQ9Tb1m54,0,9
6hjYVS98GqN_jdd4wANYNxb_oT1A,0,2
e1F-txdNXqf7Jsd4UKFWB1TRm7,0,1
DFpETu19gqN7X9KbuKz,0,1
kFFJQ5a0Le2ygsNo5SqfNX,0,7
5dSFeeFoQqfrgIB4u1Sh-uM_M9FnSU,0,1
5KFgqx9oMNj7FmM45SqfNFTRm7,0,3
tApvQK9oGq1YwOb4JKTI,0,1
3As7eS8RL5s7Xgl,0,766
trqRVF9ygZFogmFxJJqxqxM_,0,6
5dSal5s0GqlrXszzeOdnqxKIYoN8S91fx1L,0,2
kYf0VJzyOeB8Do2flOLWGJ5Z0NdKEN1fx1L,0,1
tS1XZF8rPylxDTKbu-,0,1
trqRTu1ug9K-wOk4JKTI,0,1
trqRTuNSX9N7XTKbuKz,0,14
trqRTvdJMq9RgmmxwMpENpn,0,2
tKFgquNoMus_jgmYegLKqxMzmw,0,1
tA1SqyToQqx81YTWuKN_vuphbNdfwq1OyV,0,1
trqRTvM8G5scFsf,0,1
lFMJTJkrg9KIjOMr5SqfNX,0,3
DSMvqupNQqTR1m5SaFpY-p8_oT1AFsuH,0,1
trqRTuFNBZkhkqKbuKz,0,1
trqRTuxIQ99cg9KbuKz,0,1
tSNxZJzSPuscFNK-eSkhGrE_oT1A,0,1
trqRTvuEXQuYgMuhvKmyqxMzmw,0,3
trqRTvKojTNvamb4JKTI,0,17
5FFEG19JQNT7X9KbuKz,0,15
2OB0VJBIdvjygML4JKTI,0,1
DSk-e5FcQq9o1m58uG,0,6
3K9-txFyQ5fhkgm8UMpENpn,0,7
3ruwTJz7O9N7Xmn4JKTI,0,4
trqRTu1EMqKN1mpWwW,0,1
trqRTvMyQNN_jqK4wJB,0,1
DFpETusvQIC7gspy,0,1
DFpETu9vXIFYJsB4JKTI,0,84
tDdveu5xdousaYk4uA5R,0,1
DFpETuxvG6243NKbuKz,0,4
lFMrlppodNuUJmk4JKTI,0,6
kK9SluswdoNYFmu7aFFzc5u_-pd8SdC,0,1
l1F-exFyQqf7FdmYJSSYNKTRmT2,0,1
trqRTJMxXZ27gspy,0,14
trqRTuNogIqUgqKbuKz,0,106
trqRTvK7Qq19jM5YvJFybSTRmT2,0,1
erFoeez0L6Bs3TKbu-,0,2
kF9-exFJMvl4DqKbumpIvusyYq1KST1fx1L,0,2
lFFXl59WBTT7Xh5s5SqrqxBhopd8SdC,0,1
trqRTvdyMqNvFhuouScWvpdh,0,1
kJz-VDj0Q9Kr,0,1
3r1gquMWBTKI1md4arF8UFTRmT2,0,1
trqRTvduX91hg9fftgcABDb_oNuAEm1nrd5z9_,0,1
trqRTvTJBq5UFhqf5SqfNX,0,1
D1j-t6FrBqsb1m58uG,0,16
kFFgqy1EMNj7jdM-wFEWvpdhM9Fi,0,2
trqRTJn7Oxs8FhMEuAjWvpdh,0,2
trqRTvdWg9Sh1m58uG,0,5
trqRTu1ojqN_gYb4JKTI,0,37
5FC-VDj0Q9Kr,0,11
kKKveupEdNuhFMdWUdpEN0,0,2
D1x4lepIBZc7go1-5SmEQAcKM9FnSU,0,1
eS1gQudNdomsadR4JKTI,0,22
trqRTuqJMopRJTKbuKz,0,14
trqRTvNyMIFoFoj4JKTI,0,1
D1pjTJkRO6a7gspy,0,1
DSMJquMuX5svgmd4wspENpn,0,11
tFFmTuxJQ95_gNKbuKz,0,3
5DpoB19ujTmI1m58uG,0,5
DFmbtS9RXqs7agMoumpENpn,0,1
trqRTvMyjNNmgMz4JKTI,0,6
DrFwtK9aMNSY1m58uMpEN0,0,1
eSMue59cjqT7XssA5SqWqxprbTNpSdT2uKNC90,0,1
kA1-e580MqN7Xs9haSEWvpdh,0,2
trqRTupmBQMW1m54,0,8
trqRTuMEMT5UgMs-uK2Wvpdh,0,1
lKF-txk0QqdvFma4JKTI,0,13
trqRTu57gNK4FmMs5Spr-P,0,1
trqRTud0Gqsv1m58uG,0,4
trqRTvN8QNE7Fh1E,0,1
5K9EGK9aBTN7gg54uAcWNxup,0,1
trqRTvuog9qSFTKbuKz,0,23
erFEG5N8jZk7gspy,0,1
lD1gquTJBNNsjMB4JKnWNu5f-o5nSMkHr1qZ,0,1
6hjEC198GqN_jdd4wANYNxb_oT1A,0,1
5dxRe59IG5scg4,0,1
trqRTupuMqN7DQ29eOCWvpdh,0,10
l1TmQ5dmdoTIJdd45SqE,0,1
trqRTuMEMTkrFsKxaFprqxM_,0,26
trqRTvTojNuvF9K4wJB,0,48
3r1vtxp0GxsyXZc4JKTIqxM_,0,1
kFFglvk0gqN7XsqouKpr-6B_oT1A,0,4
lJa-VDj0Q9Kr,0,284
trqRTv1aMe2xDTKbuKz,0,51
3KF-tyFodNFvFmSr5SqfNX,0,1
trqRTJk7L62IDo24JKTI,0,98
trqRTumuOeaI1m58uG,0,31
trqRTuFyQqNNgMzI5SqfNX,0,8
kFFgqvKyLpscFsf,0,1
trqRTuxoMTMIFYk4JKTI,0,4041
3KKYl59cdN1mjMKoeSqYoSTRmT2,0,1
3D2-tydYQ9uRjM5Y5SqfNX,0,1
eSMvB5p0dNuUJmk4JKTI,0,3
3AKEB199jZm81mpWwW,0,1
trqRTuq9Bya7gspy,0,3
51K0QxFJMpsogg5AuFT_opa_oT1A,0,2
trqRTuxoQqs-XMmyuK5YNSTRmT2,0,1
DFKjlS9aMv2x3ob4uSFK,0,8
eYj-Qxu8XQp4jMKs5SqfNX,0,8
lJj-Gx50B9T7X9Kbu-,0,1
trqRTvdug9svaNKbuKz,0,14
5Dj-qydaBTN7gqK4wJB,0,19
eA2-ex9cQN27gspy,0,1
trqRTvMEM9ky3oc4JKTI,0,46
3OkrC5CyPepoDdq05Smf-e1imTuZYOcH7KqC4vukmTS3,0,1
lKFgq550doNRwM1rJFnWvpdh,0,6
trqRTumvQqchkqKbuKz,0,48
ksxuG5pmQq5h1m58uG,0,4
5F1RQS9aBTN7gMmsu110qxMzmw,0,1
e1C-ZDzrOTm_1m58uG,0,4
5A1bB5p0GxfIkTKbuKz,0,44
trqRTuqJMNl7gsz,0,2
trqRTuNaM95ogh1owFF_qxMzmw,0,1
trqRTusbQNT8XqK4wJB,0,2
trqRTuqUB9b7FmMs,0,70
tr1xl19YjqMIFoa4JKTI,0,10
51KETuFwgNL7gspy,0,1
eFKvqF9rg5scFsf,0,2
6hLYV198GqN_jdd4wANYNxb_oT1A,0,2
HOjSlvNRdN1RFt,0,7
5Fn-lvFvGZk7gspy,0,1
trqRTJk7Qoq81m58uG,0,1
D1xuG5a0QqdvFma4JKTI,0,1
trqRTuMvGqS_FsKY5SqfqxTV,0,1
trqRTJBIMuscFU,0,8
3SC-luswOykI1m58uG,0,6
trqRTvdxG9TrXMF8vrFIqxMzmw,0,6
DSqNZJj0gQqxgMz4JKl,0,1
trqRTu1oXTNoaYB4JKTI,0,351
trqRTJkrMQ5f1m54,0,1
6OjRZrBIPxs9JmdmwgCsqxMzmw,0,1
kOMvCpa9dN1RFt,0,55
lFMrQxFodNTUgMKE5SqfNX,0,9
DF9blS99jZ1h1mKYUV,0,3
3rFFQDLrPxsUDmL4a1lzGrL_oT1A,0,1
trqRTvTJjTT7JmMYJmpENpn,0,2
trqRTupUgNNcgMKfwFF_qxMzmw,0,1
erdgGpuadNuvFmuSJFSIUuT8M9FnSU,0,130
D15EQpsxdNsowH,0,1
DrFNZDn7LTR7gsz4uF18Uv1zmqLiYd56,0,1
trqRTudYBQj7gsz,0,1
DJ1yl51oj5svgmd4wspENpn,0,11
tKa-txp0BNc7gspy,0,3
5KF-TvTvg9FvjMz4uSFK,0,1
trqRTupxMqMs1m58uG,0,1
eSMbQK9JGZMvFm5YJJFKN61rYIu2Fsu2x-,0,1
3YLSex9adN1RFt,0,1
eSMgqv1EX5s_FgE4uF1svx5iM9FnSU,0,1
eKTRt5SmdoTIJdd45SqE,0,1
Dr2-lpT7QxscFsf,0,14
3J1ElpuNXqsNgqKoJS1WUKTRmT2,0,3
51KNqK9NONa7gsz,0,6
trqRTuMvjTN7X9KbuKzWvp2,0,1
trqRTu1uOeL7wOj,0,266
trqRTJnrP62y3TK4wJB,0,18
kFK4BF9wQqNEXqKbuKz,0,3
DFpETuxEGTNvwgq85SqfNFTRm7,0,64
eSMrl65JdNuogmMr5SqfNFTRm7,0,4
trqRTu9oQqKSjMz4uSFK,0,118
kKKbBuFEX5scjdm4Jg5Evvl_oT1A,0,1
5F1RQS9agNqvXdMWvspWUvj,0,4
lJFalK9RXZqNXMKsJSTzoKTRmT2,0,14
eS9wGK9uBQNxXdC4JKTI,0,1
eF1mqppIdNFv1M9o5SqfNX,0,1
lFKbBuFyQqsb1oBK5SqfNX,0,26
DFKXB19mQq5hkZcstdpENpn,0,24
trqRTvFojTNfXIcytOaAGrbTM9q9SmsHR1cVy5l,0,1
eK1-tpSvXTK71m18uK9fNKTRmT2,0,1
5FK-luu0GxshFhM-aF1WqxMzmw,0,3
eSMrB65vdN1mggSrw1SYNSTRmT2,0,1
trTEqA2SO6a7FMdba1SWUJBHXud8SdC,0,1
3r1vqpu0dv2yDIBf5Spr-P,0,2
trqRTuNoMNuI1msY,0,5
e1dXBuTWO6ny1m545Sk_vrkHj5d8SdC,0,1
trqRTJarLe27gspy,0,18
trqRTvdxXq5oFYq-uAqzqxMzmw,0,104
tSk-VDj0Q9Kr,0,68
tKMJluucg9TfJOMicSsroKTRmT2,0,2
trqRTumyQqNhgMz9eOLWvpdh,0,2
trqRTudNGeC7gspy,0,1
5K1Elpp0dNdvjM5oaMpENpn,0,1
5D2-VDj0Q9Kr,0,4
kFFgBpu0Gxfs3ocs5SqW,0,1
DSKvBuFyjTNIkZc4JKnWNu5f-o5nSMkHr1qZ,0,1
kFFJq550GxsRFm9Au11SbFTRmT2,0,1041
eDKYq6KUdvl4Jdc4JKTI,0,151
DSMJquMuX5sUXsn4JKn,0,7
trqRTuxYjQTsJ9KbuKz,0,17
3FuUQS9xMx9bXTKbuKz,0,2
tAL-Zx19Bq27gspy,0,41
trqRTuMvM9Nxwdp8udpENpn,0,1
trqRTud7GqT9XqKSaW,0,1
tS1vtup0GxsUgMmbJFEWvpdh,0,1
DF9gQu1cQq9o1md-JFpRqxMzmw,0,6
er14lpsydNdvjM5oaMpENpn,0,6
trqRTuuYGqqo1m54,0,524
trqRTvMJgIl7gsz,0,3384
trqRTvK7Bqs91gq8vdpENpn,0,8
3F90G5R0jT5v1MqYUSF9N61yYIjiYd56,0,87
519-tea0Bod01m58uMpEN0,0,123
kK9ot19JQNT7X9KbuKz,0,3
trqRTu1SXqC7gspy5SqW,0,3
3KKSe18rOen7gspy,0,1
trqRTudSgNKbJmdyuFSWUKTRmT2,0,1
5rsvquuEMuscgNKbuKzWvp2,0,59
trqRTuToM9K71m58uG,0,1
5Kk-VDj0Q9Kr,0,41
trqRTuxJBqms1m58uG,0,20
2hsuqy5IMIqsjguouSxAqxqrbNKIFsu2x-,0,1
3dxjqv14dN17,0,4
trqRTJayPeC7Fh1E,0,60
trqRTu9oXZdRFMB4JKTI,0,4
trqRTu9uBQc7gsz,0,20
eruUG59NXqT7X9KbumpIvusyYq1KST1fx1L,0,2
trqRTvpcX9KfF9KbuKz,0,35
DDpgeF9xBqsbJmp8uMpENpn,0,5
trqRTuSEMNFsjMC4JKTI,0,1
trqRTv1JM95h1m58uG,0,3
e1F0QvT7goC7DIkhlgLWNxup,0,1
trqRTvdRg9L7gsz,0,80
trqRTJuJg9E7gsz,0,244
5K1Jqp5EdNN9XgmY5SqfNX,0,1
tS90tK9xBqsbJmp8uMpENpn,0,40
DD1SqS9agNc7gsz,0,1
trqRTvuWB95-gha4JKTI,0,5
lFMrGx50Boq71m545Sk_vrkHj5d8SdC,0,1
lFMJquNoX5sUgMmRwMpENpn,0,2
trqRTJkrgIp8FsFs5SqfNX,0,10
DJ1jt5k0MNq9,0,20
trqRTu9oB9q-gMKf5SqfNX,0,57
6mREe51og9E7gspy,0,1
5A1-Gx50dN17jsSi5SqfNX,0,163
trqRTuTEM9S9aOa4JKTI,0,12
51FSeuTRdNK4X4,0,1
eSMgquMNQqc7FdmYJSSYNKTRmT2,0,26
5dSEe5xRXqsb1gkhtYasqxKIYoN8S91fx1L,0,1
tSFcl19aQQd7Fsk4JKTI,0,2
trqRTvMEQ9uv1m58uG,0,1
trqRTv19X9C7gspy,0,4
trqRTu5JgINYgsp45Spr-P,0,50
lKFJqps0G95vF9KfuAFS-FTzY9E,0,1
5DqNlvu9GIL7gsNruS1roea_oT1A,0,1
trqRTupYQQmRFYurvKjWvpdh,0,1
trqRTu59Q9qSDIB4JKTI,0,2
kKT0eF9NQIFvFma4JKn,0,13
trqRTud0GTqW1mpWwW,0,1
trqRTuuxMqKR1m58uG,0,1
trqRTvdxQQdxwM9fwMpENpn,0,1
eKKFTvdbjqK_Fh1o5SqfNX,0,1
trqRTuNYXxscFsf4JKn,0,67
trqRTvFbGQC7gspy,0,130
5A14lpsydvaWkZl4JKn,0,1
trqRTuxJB9qmwMsoumpfoxb,0,1
DSmreF99jQFh1m58uG,0,30
2ApFTus7G7,0,4
trqRTJk7GodoXgqKUdpENpn,0,28
trqRTJzyOvLWDTKsaW,0,3
3rj-lxpoMTTY1mKYUV,0,1
eSMgquMmXqz7JMlK5SqfNFTRm7,0,1
kKTmTuTvMN5Ygmd85SqfNX,0,12
3A1gquqJdvdSjMd4wspWUvj,0,2
5KFgquB0gNq8XsdrumpWUvj,0,2
DS9NG5x0dNq9FmMs5SqfNFTRm7,0,34
lKFFqx9cdNsowH,0,220
3ApJQyC0BZqvFddmcMpENpn,0,2
3ra-VDpWg9mc1m58uG,0,1
trqRTJkrPeM_wMpzwFnWvp2,0,163
eKK-luu0dNuUJmk4JKTI,0,1
kr1UG5k0Q9Kr,0,91
trqRTvK7GQmYgsz4JKTI,0,4
lJ1bGx50dvjyDIb4JKTI,0,1
31xSTv1JBIq7XhTouspENpn,0,8
HhKgtJ2SL6doXdLK5Smf-e1imTuZYOcH7KqC4vukmTS3,0,2
e1F-B5pEgqN7X9K-eSkWc5BnXykiYd56,0,1
l1Fye5fYjNuvFh5SJFpRqxMzmud8S4,0,2
trqRTJlrMTNI1m58uG,0,1
kFFgexFJMNFcgMb4JF5YNxb_oT1A,0,12
DDsmTvKJGTu_1m58uG,0,2
5KFwt5dEGTq81mc4JS1ycpa_oT1A,0,1
HOL7VF8xLeL81m54,0,1
trqRTvTvQqxRXMf4JKTI,0,1
5Fa-lvFvGZk7gspy,0,4
eSMaqJn0Q9f7FMdRwJdfN5C_oT1A,0,1
trqRTuuSLeaf1m58uG,0,2
trqRTudNBqsvXdd4JKjWvp2,0,9
DFmbtS97QqN7gmC4JKTI,0,101
trqRTuS-Q9mf1m58uG,0,1
kA1gl5p0dNFvFmSr5SqfNX,0,1
lD1Jluu0GI1mjgqrJF2Wc1T7oN9z0N1fx1L,0,1
3K1EQx57Xpsvgmd4wspENpn,0,4
Dr1NG657G5sbFga4JKn,0,2001
trqRTvpajZa7FmMs,0,2
51K-TuuajTz7gspy,0,9
trqRTJ5IGoj7gspy,0,5
trqRTuTyg91s1m54,0,1
DF1EGpxEXTK4jMKE5SqW,0,2
eKTElps8dN5oJsxscdpENpn,0,5
trqRTJC7P6C7gsz,0,5
trqRTuFJBTT8wdp95SqfNX,0,2
lFMgqypoMNj7jd1WJspENpn,0,2
lF2-lv5vQ9T71m58uG,0,1
DSSETv1xQ9s71m58uG,0,1
tS1-BuFEX5shFhM-aF1WqxMzmw,0,1
DFpETuNoMN9vF9K4wJB,0,1
e1F-tyuyQqf73Qc4JKTI,0,13
trqRTvBRQIpSwgk4JKTI,0,2
5F1RQS9rjqdY1m58uG,0,1
kK1Xq5pSdvaWkZl4JKn,0,1
kJT4TuN9Gq591m58uG,0,2
trqRTJl9Ov2y1m58uG,0,1
trqRTv1vQq9SjgdhaFBWNxup,0,5
trqRTudNBq1EXMKfuFTf-5SI-ud8SdC,0,3
DFKbGpsydNxYXM1rJF2Wvpdh,0,1
trqRTuurjNK7XqKbJW,0,1
31drTv1JBIq7XhTouspENpn,0,33
5A54G18IOeTcjdC4JKTI,0,22
trqRTJn4O9q71m54,0,1
kK9-txNoMqTcjdm4wMpENST7g9B6wI8Hr1qZ,0,1
eYkYZpL0GTNhJdqo5SqfNX,0,1
lD1Nl587dvaWkZl4JKn,0,2
ehzmZK9uBQNxXdC4JKTI,0,1
trqRTuTxQy5hFhB4JKTI,0,1
kYfSZDzyOe28DoCIlOLWGJ5Z0NdKEN1fx1L,0,1
trqRTvuIgTT71m58uG,0,158
e1F-tx1JMxf83oMia11fopSym9EiYd56,0,1
trqRTudNQqK0jM1ruSNnvuT8M91H0H,0,2
kK1wt5a0L6Bs3TKbu-,0,54
kYfSZDzxPe24DI2IlOBWGJ5Z0NdKEN1fx1L,0,1
trqRTvuIMTqNaO595SsrUem_M9FnSU,0,1
51KmTuxJgTdvJNKbuKz,0,27
6gfmZAlyOpsUDmL4a1lzGrL_oT1A,0,1
eSMvQpu0Gxs8jMKoJJdsqxMzmw,0,2
trqRTu5RgTs8wddW5SqfNFTRm7,0,12
trqRTudaMNKWXM84JKTI,0,141
trqRTu9yB9qUjMxY5SqfNX,0,14
lFMrlppodNdvjM5oaMpENpn,0,4
trqRTvFRBIqIkTKbuKz,0,1
3rl0Tv1cQoq81m58uG,0,1
trqRTuNuM9f7gspy,0,20
trqRTuTwgxs-Fh1yaFpRvp2_oT1A,0,3
trqRTupyXTKSag1rJspENpn,0,1
5KF-QSxwgNK81m58uG,0,106
DSC-Qyd-joj7gspy,0,1
3Mxmqu1aBTN7gqKbuKz,0,1
trqRTJn4Qq5rgMz4JKTI,0,2
lFa-exFoMNq8XMNYuDdroSTRm7,0,3
krsbQ6KJgNE7gspy,0,461
DgpXTuFaOyBx1m58uG,0,19
trqRTuNuXIuf1mm4wS2,0,1
DFKye590QqKoJNKba1SWvJqRooBiYd56,0,2
trqRTJn8P6L91m58uG,0,2
eSMbQK9WGImEw9KbuKz,0,11
kA1bexFvdvaWkZl4JKn,0,518
6OsUG5FyQ5scFsf,0,5
kJ1JQxFoXTT7XssYumnhBJRKXybiYd56,0,4
trqRTvNNQqKbXgTh5SqfNX,0,90
eApbt65aXps9gg18UdpENpn,0,1
trqRTu9-Mo19ggqruKnWvpdh,0,1
5dSjqxsmgTTN1Qc9eYCWN5xA0NFiFsu2x-,0,3
trqRTuTyQNdSXM18cdpENpn,0,1
trqRTuqRL6k7gspy,0,3
trqRTvFoQqsbw9KbuKz,0,1
trqRTuqRQ5svXg18,0,37
trqRTudNBqsvXYM4wdpEN0,0,1
eSFElp50g9NxjMKfJspEUFTRMNjiYd56,0,1
5rsvquuEMus0JmE4JKTIqxM_,0,13
lFuUTuFwgNL7gspy,0,3
trqRTuqmQQ1mXsdywJl_GDb_oT1A,0,14
kFFgBpu0GxsyXZc4JKTIqxM_,0,2
3K9-txMyQqf7XMqhvKmyqxMzmw,0,2
trqRTJzyOyufXTKbuKz,0,1
trqRTv19Boc7gsk,0,2
5F1RQS9oMqqoXqKbu-,0,3
51M4Tv1cQoq81m58uG,0,83
trqRTuTEgIj7FmMs,0,38
eSk-exmudN1c,0,14
eF1-lp5aMy27go1-5SmEQAcKM9FnSU,0,1
kFFgquxJMNj7gmpRwJ50qxMzmw,0,1
trqRTJlSOea9kqKbuKz,0,2
trqRTuqmGTq8jMu45SqW,0,2
5KFgqyuyQqf73Qc4JKTI,0,2
3K1Se5umdNsowZCItdpENpn,0,1
DmS0QpB0MNq9,0,3
kSFEQrzILea7DIkhlgLWNxup,0,1
5F1RQS9aMvdcjdB4JKTI,0,65
5FK-e59YGqc7gsz4uF18Uv1zmqLiYd56,0,1
tKFgqvMJMNj7jMBA5SKr,0,1
eSMgquMNQqc7XMqYuScWvp2,0,8
lKFgqxxJMN1f1mLWJmpxvABHg5d8SdC,0,1
eKF-B5u0dvcyDM5SJMpENpn,0,1
tA1gqF9cjusUXMKmaF5YNKTRmT2,0,2
erl-e5FcQq9o1m58uG,0,1
5Kn-VDj0Q9Kr,0,3
trqRTv5aX9TfgqKbuKz,0,59
trqRTuTvBqT7gmMrJFnWvpdh,0,155
eS2-euuuQ9q7wdMW5SqfNFTRm7,0,2
5A1btvk0g9KIXOB4uA5R,0,1
trqRTJ2rGq5IkTKbuKz,0,39
DFpETuuSQqFvFMB4uSFK,0,95
trqRTvpcjQN_J9K4wJB,0,1
eD1Rt580BouoXOl4JKTI,0,5
tK9-txdNXqT7wOC4JrFzv6E_oTC,0,1
l19Xl580g9N7gMd9vdpENpn,0,1
lKFgqF9IMIqUjMd45SqfNX,0,1
trqRTuMEM95bwgTrJF2Wvpdh,0,12
kYf0CDzyOy283I29eOCWGJ5Z0NdKEN1fx1L,0,1
5FFjt5dmBQpvJYqf5SqfNX,0,1
trqRTv5bGZNf1m54,0,1
trqRTu9EX9TrgMurJspWUvj,0,6
trqRTuSEMNF9aOl4JKTI,0,51
5FK-exFJMNj7JOM9UJNYNxb_oTC,0,1
trqRTuFJBT283oB4JKTI,0,1623
eA1Se5sxQqc7jTK-JFS8UFTRmT2,0,1
trqRTvFSBZqv1m58uG,0,18
trqRTuSyGTN7XsSr5ST_U_,0,3
trqRTupoMqN8jOB4JKTI,0,4
trqRTuxILej7FmMs,0,12
5KFSl5p0PyBxjIc4JKnWNu5f-o5nSMkHr1qZ,0,1
DS2-lpT7QxscFsf,0,7
3ra-lATNdN17,0,2
trqRTuSoXNN7XsMxwFqKoxC_oT1A,0,3
DSMvqun0MqTEXgT8u12Wvpdh,0,11
trqRTJn8X9q71mKYUV,0,1
DSMJquMIX5s9XMdba1F_vp2_oT1A,0,18
DrC-QxpUGquRF9KbuKz,0,1
3FSoG199jZm81mpWwW,0,2
lKK-txSvdoTIJdd45SqE,0,1
5AFUZAjRO5scFNK-eSkhGrE_oT1A,0,1
trqRTupwQqs9XqKbuKzWo5E,0,4
e1E-lp5IBQa7gspy,0,16
5F1RQS9RXTqoFd545SqfNX,0,4
